customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PredictedChurn,ActualChurn,Contract,gender,PaymentMethod,CustomerSegment
6424-ELEYH,0,1,0,3.0,1,1,74.75,229.5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,Month-to-month,Female,Credit card (automatic),At Risk
2560-PPCHE,0,0,0,65.0,1,1,105.05,6744.25,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,0,0,One year,Female,Bank transfer (automatic),Loyal
1093-YSWCA,0,0,0,11.0,1,0,19.55,223.15,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Dormant
1899-VXWXM,0,0,0,48.0,1,1,106.1,5082.8,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0,1,One year,Male,Credit card (automatic),Loyal
1223-UNPKS,0,1,1,20.0,1,0,20.05,400.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Male,Mailed check,Loyal
7854-FOKSF,0,0,0,1.0,0,0,35.9,35.9,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1,Month-to-month,Male,Electronic check,At Risk
0208-BPQEJ,0,1,1,12.0,1,0,19.4,198.1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0,0,Month-to-month,Female,Bank transfer (automatic),Loyal
8410-BGQXN,0,0,0,4.0,1,0,19.4,93.4,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Dormant
3541-ZNUHK,0,1,1,55.0,1,1,85.1,4600.95,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,Month-to-month,Female,Electronic check,Loyal
4742-DRORA,0,1,1,60.0,1,1,95.4,5812.0,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0,0,One year,Male,Bank transfer (automatic),Loyal
4250-ZBWLV,0,0,0,68.0,1,0,108.45,7176.55,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0,1,One year,Male,Electronic check,Loyal
8540-ZQGEA,0,1,0,54.0,1,0,20.05,1102.4,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
7674-YTAFD,0,0,0,33.0,1,1,79.95,2684.85,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0,0,One year,Female,Bank transfer (automatic),Loyal
0626-QXNGV,0,1,0,72.0,1,1,24.15,1776.45,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
7108-DGVUU,1,1,0,21.0,1,0,71.7,1497.05,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,0,0,One year,Female,Bank transfer (automatic),Loyal
2826-UWHIS,0,1,0,45.0,1,0,81.4,3775.85,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Month-to-month,Male,Bank transfer (automatic),Loyal
2886-KEFUM,0,1,0,63.0,1,1,107.5,6873.75,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0,1,One year,Female,Electronic check,Loyal
7551-DACSP,0,1,1,6.0,1,1,55.3,324.25,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1,Month-to-month,Male,Mailed check,Dormant
2325-ZUSFD,0,1,1,57.0,1,1,70.1,3913.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,0,1,One year,Female,Bank transfer (automatic),Loyal
9624-EGDEQ,0,0,0,37.0,1,0,19.8,813.3,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Female,Mailed check,Loyal
2333-KWEWW,0,0,0,18.0,1,0,20.05,388.6,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Loyal
9447-YPTBX,0,1,0,50.0,1,1,19.85,943.1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0,One year,Female,Bank transfer (automatic),Loyal
5183-KLYEM,0,0,0,72.0,1,1,112.75,8192.6,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
0661-WCQNQ,0,1,0,22.0,1,1,56.25,1292.2,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0,0,One year,Male,Credit card (automatic),Loyal
6345-FZOQH,0,1,0,69.0,1,0,19.9,1363.45,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Male,Mailed check,Loyal
2362-IBOOY,0,0,0,36.0,1,1,84.75,3050.15,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1,Month-to-month,Male,Electronic check,At Risk
9586-JGQKH,0,1,0,64.0,1,1,105.4,6794.75,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
4636-JGAAI,0,1,0,34.0,1,0,88.85,3000.25,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Loyal
3620-MWJNE,0,0,0,2.0,1,1,54.45,87.3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Dormant
5346-BZCHP,0,1,1,69.0,1,0,19.4,1346.2,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Female,Mailed check,Loyal
9500-IWPXQ,0,1,1,61.0,1,1,79.4,4820.55,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,0,0,One year,Female,Electronic check,Loyal
7820-ZYGNY,0,0,0,63.0,1,0,90.45,5825.5,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,0,0,One year,Male,Credit card (automatic),Loyal
5351-QESIO,0,0,1,1.0,0,0,24.2,24.2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Dormant
1625-JAIIY,0,1,1,68.0,1,1,83.0,5685.8,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0,1,One year,Female,Electronic check,Loyal
7980-MHFLQ,0,1,1,72.0,1,0,24.9,1859.2,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Female,Mailed check,Loyal
3904-UKFRE,0,0,0,4.0,1,1,80.1,336.15,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,Month-to-month,Male,Electronic check,Dormant
9475-NNDGC,0,1,0,71.0,1,1,113.15,7953.25,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0,0,One year,Male,Bank transfer (automatic),Loyal
2956-GGUCQ,1,1,0,24.0,1,1,78.85,1772.25,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,Month-to-month,Male,Electronic check,Loyal
8178-EYZUO,0,0,0,46.0,1,1,93.7,4154.8,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,1,Month-to-month,Male,Electronic check,Loyal
2293-IJWPS,0,1,0,57.0,1,1,100.75,5985.0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0,0,One year,Female,Credit card (automatic),Loyal
4013-UBXWQ,0,0,0,7.0,1,1,74.65,521.1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0,1,Month-to-month,Female,Electronic check,Dormant
5066-GFJMM,0,1,0,3.0,1,1,19.9,45.75,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,Month-to-month,Female,Mailed check,Dormant
3976-HXHCE,0,0,0,72.0,1,0,19.3,1414.8,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,Two year,Male,Bank transfer (automatic),Loyal
0822-GAVAP,0,0,0,2.0,0,1,34.7,62.25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1,Month-to-month,Female,Electronic check,At Risk
9633-DENPU,0,1,0,47.0,1,1,58.6,2723.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Month-to-month,Female,Bank transfer (automatic),Loyal
7567-ECMCM,0,0,0,24.0,1,1,79.85,2001.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0,Month-to-month,Male,Credit card (automatic),Loyal
7909-FIOIY,0,1,1,19.0,0,1,24.85,434.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,Month-to-month,Female,Mailed check,Loyal
3932-IJWDZ,0,0,0,45.0,1,1,103.65,4747.85,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0,Month-to-month,Male,Bank transfer (automatic),Loyal
0112-QAWRZ,0,1,1,16.0,1,1,90.8,1442.2,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0,0,Month-to-month,Male,Bank transfer (automatic),Loyal
2324-AALNO,0,0,0,48.0,1,0,24.55,1203.95,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0,One year,Female,Bank transfer (automatic),Loyal
7153-CHRBV,0,1,1,57.0,1,1,59.3,3274.35,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,0,0,One year,Female,Mailed check,Loyal
5879-SESNB,0,0,0,11.0,1,0,75.25,888.65,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,Month-to-month,Female,Electronic check,At Risk
3727-RJMEO,0,1,0,6.0,1,1,82.85,460.25,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1,Month-to-month,Male,Electronic check,At Risk
3196-NVXLZ,0,0,0,25.0,1,1,84.6,2088.05,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,Month-to-month,Female,Mailed check,Loyal
6303-KFWSL,0,0,0,29.0,1,1,55.25,1620.2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0,0,One year,Female,Electronic check,Loyal
1766-GKNMI,0,0,0,29.0,1,1,84.9,2516.2,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0,Month-to-month,Male,Electronic check,At Risk
3644-QXEHN,0,1,1,13.0,1,0,97.0,1334.45,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,0,Month-to-month,Male,Electronic check,Loyal
5906-BFOZT,0,0,0,1.0,1,1,19.5,19.5,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,Month-to-month,Male,Mailed check,At Risk
8550-XSXUQ,0,1,0,48.0,1,1,70.55,3420.5,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,0,0,One year,Male,Credit card (automatic),Loyal
5039-LZRQT,0,0,0,13.0,1,0,20.2,273.25,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,One year,Female,Mailed check,Loyal
2061-VVFST,0,1,0,37.0,1,0,19.5,805.2,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0,0,Month-to-month,Female,Bank transfer (automatic),Loyal
9170-CCKOU,0,1,0,17.0,1,0,90.2,1454.15,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,Month-to-month,Male,Credit card (automatic),Loyal
5173-WXOQV,0,1,0,2.0,1,1,64.2,143.65,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Dormant
8265-HKSOW,0,1,1,72.0,1,0,107.45,7658.3,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
4369-NYSCF,0,0,0,56.0,1,1,75.75,4284.65,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,0,0,One year,Male,Bank transfer (automatic),Loyal
2603-HVKCG,0,0,0,31.0,1,1,101.4,3143.65,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0,0,Month-to-month,Male,Electronic check,Loyal
3224-DFQNQ,0,1,0,66.0,1,0,89.0,5898.6,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,0,0,One year,Female,Electronic check,Loyal
9763-GRSKD,0,1,1,13.0,1,1,49.95,587.45,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Loyal
1120-BMWUB,0,0,0,16.0,1,1,53.9,834.15,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,1,Month-to-month,Female,Mailed check,Loyal
3419-SNJJD,1,1,0,65.0,1,0,105.25,6786.4,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0,1,Month-to-month,Female,Bank transfer (automatic),Loyal
6297-NOOPG,0,1,0,70.0,1,1,110.5,7752.05,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0,Two year,Female,Electronic check,Loyal
3948-FVVRP,0,1,1,9.0,1,0,54.8,452.8,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,Month-to-month,Male,Mailed check,Dormant
1771-OADNZ,1,1,0,29.0,1,1,95.9,2745.2,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0,1,Month-to-month,Male,Electronic check,Loyal
6000-UKLWI,0,0,0,41.0,1,0,20.15,802.35,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Male,Mailed check,Loyal
6050-FFXES,0,1,0,69.0,1,0,105.35,7240.65,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
2504-DSHIH,1,1,0,23.0,1,0,86.8,1975.85,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0,Month-to-month,Male,Electronic check,At Risk
8946-BFWSG,0,1,1,63.0,1,0,25.25,1573.05,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,Two year,Male,Mailed check,Loyal
1074-AMIOH,0,1,1,53.0,1,1,108.25,5935.1,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0,Month-to-month,Female,Bank transfer (automatic),Loyal
0023-UYUPN,1,1,0,50.0,1,0,25.2,1306.3,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0,One year,Female,Electronic check,Loyal
4140-WJAWW,0,0,0,5.0,1,0,19.85,108.05,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0,1,Month-to-month,Female,Credit card (automatic),Dormant
1167-OYZJF,1,1,0,67.0,1,1,20.05,1263.05,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,Two year,Female,Bank transfer (automatic),Loyal
6295-OSINB,0,1,0,72.0,1,1,109.65,7880.25,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,0,0,Two year,Male,Electronic check,Loyal
1088-AUUZZ,0,1,1,56.0,1,1,75.85,4261.2,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,0,0,Two year,Male,Credit card (automatic),Loyal
1555-HAPSU,0,1,1,71.0,1,0,23.9,1663.5,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,Two year,Female,Credit card (automatic),Loyal
9057-SIHCH,0,0,0,3.0,1,1,96.6,291.9,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,1,Month-to-month,Female,Electronic check,At Risk
9359-UGBTK,0,0,0,67.0,1,1,72.35,4991.5,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,0,0,One year,Female,Bank transfer (automatic),Loyal
